image,NIQE,BRISQUE,NIMA
img08.jpeg,2.7365158653933914,16.09979248046875,6.042480945587158
img01.jpeg,2.7993427401365265,22.43231201171875,5.556188583374023
img09.jpeg,2.6417842234986524,38.99774169921875,5.9696044921875
img07.jpeg,2.6070397117194966,16.12225341796875,5.890624046325684
img06.jpeg,2.9696254726619196,18.61981201171875,5.673253536224365
img02.jpeg,2.8869943281591546,25.50115966796875,5.842633247375488
img05.jpeg,2.7754447302000167,17.39666748046875,5.617297172546387
img03.jpeg,2.9613921412244912,19.61883544921875,6.098746299743652
img10.jpeg,2.4454913699565557,34.40350341796875,5.803955078125
img04.jpeg,2.0357689531307126,13.06024169921875,5.286579132080078
