image,NIQE,BRISQUE,NIMA
fall_1.png,3.819138837244409,19.45721435546875,5.985480785369873
fall_9.png,3.3050319925528826,18.63885498046875,5.501424789428711
fall_7.png,3.3150912622687896,20.71697998046875,6.403293609619141
fall_2.png,2.4052628639798934,11.69403076171875,5.965684413909912
fall_6.png,3.236835211884664,23.44989013671875,6.693295955657959
fall_0.png,3.782084913269955,8.79998779296875,5.385332107543945
fall_3.png,2.964274469978281,18.08905029296875,5.687845230102539
fall_5.png,1.9919396149667787,15.71942138671875,5.739363670349121
fall_4.png,3.619520098674228,23.89617919921875,5.587316036224365
fall_8.png,4.2742768397175706,14.28240966796875,5.668593406677246
