image,NIQE,BRISQUE,NIMA
5570_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
14601_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
9648_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
2790_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
4103_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
3137_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
11084_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
9646_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
62_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
3407_var1.png,2.3722417196116985,20.51776123046875,5.6039958000183105
