image,NIQE,BRISQUE,NIMA
5570_var1.png,4.301999256752804,27.26580810546875,5.708349704742432
14601_var1.png,5.133884866603588,33.12567138671875,4.975313186645508
9648_var1.png,8.10240360985532,55.12469482421875,5.320217132568359
2790_var1.png,4.683259715270415,36.36053466796875,5.330392360687256
4103_var1.png,5.003077616166808,39.50067138671875,5.777336120605469
3137_var1.png,5.0054080323785195,31.26336669921875,5.715724945068359
11084_var1.png,5.089840820588959,20.53289794921875,5.760719299316406
9646_var1.png,7.337050990054059,45.62664794921875,4.920958042144775
62_var1.png,8.672851340425952,48.50018310546875,5.193341255187988
3407_var1.png,5.701781389644041,35.78778076171875,5.367223739624023
