image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
fall_0.png,0.49537957,0.28171396,0.49992307775160844,0.18508220199468395,0.020893433913797634,0.034406026066170825
fall_1.png,0.5189745,0.28842008,0.5296926461014094,0.2819464886241463,0.042036511548390415,0.18082745910396356
fall_2.png,0.36561453,0.30444646,0.4896279727711397,0.29018237961840015,0.03538524159231674,0.10167219390334489
fall_3.png,0.31515452,0.27340135,0.45271087347292444,0.3250563211749068,0.02240923346354285,0.020470173757119483
fall_4.png,0.2924335,0.2974826,0.4413884181602329,0.2726484645193295,0.02679835276350257,0.07452295134416985
fall_5.png,0.3507784,0.24801542,0.32840311387005977,0.2507151521502021,0.041851152876841984,0.14217334374076435
fall_6.png,0.313712,0.2726483,0.39410213395661,0.234660020477962,0.02817503603373267,0.07805459348408349
fall_7.png,0.40048093,0.26807374,0.44846143535539207,0.2391231986173297,0.028309359027564582,0.04252687799588608
fall_8.png,0.46403742,0.30548155,0.3832023321413526,0.18588082076436457,0.022080642845045666,0.02637600836815113
fall_9.png,0.38686872,0.22202282,0.47615992228190096,0.2754231869110955,0.035122489554501195,0.10103568173104849
