image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
image_0.png,0.29632002,0.3176924,0.3632765975652957,0.24732025384571404,0.027293727432926598,0.09477708290894811
image_1.png,0.43791315,0.37703905,0.447316457711014,0.2650978213643782,0.04469069075428771,0.27335428178304483
image_2.png,0.41951683,0.33688036,0.4578126944747625,0.2497171918509142,0.04269841053548983,0.1966762022110327
image_3.png,0.3314978,0.27577662,0.4002405652812882,0.24704780168459367,0.02832996817846139,0.06806560921033968
image_4.png,0.24878412,0.23682924,0.4794895396513098,0.26764734205735036,0.028799268838277103,0.07886648812153566
image_5.png,0.2697333,0.2725682,0.38889200547162217,0.21788760069896942,0.03222771280447484,0.17760192413211162
image_6.png,0.27919814,0.28257954,0.41374505734911154,0.2305924669530506,0.023320394725492313,0.02407411972629263
image_7.png,0.311352,0.295831,0.5771355572868796,0.21515761207306344,0.02549793501796937,0.030183262807505735
image_8.png,0.39962316,0.29473752,0.4054819294050628,0.27141372896506666,0.024179192734753288,0.0353290068755525
image_9.png,0.4635638,0.25353268,0.3461272744571462,0.25789148462397654,0.04920102983422821,0.16455496237284872
