image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
image_10.png,0.4193932,0.31516925,0.4694888619815602,0.21744165408784547,0.02400720606912146,0.05214056078119725
image_11.png,0.3031222,0.24559127,0.5090882170434091,0.23660209689502318,0.022501493905523657,0.029059315854780974
image_12.png,0.40302974,0.29597643,0.4784626829857919,0.21096346501750288,0.03857992820467037,0.14277282907742642
image_13.png,0.4120224,0.28359348,0.4253961076923446,0.2216763164168708,0.032565443994379495,0.14835783562856086
image_14.png,0.2895306,0.25514334,0.4907750036202223,0.23812293714522959,0.03139125394565147,0.08048981335927599
image_15.png,0.33687034,0.24964428,0.3330479715384691,0.20280530224113064,0.03569386836863875,0.07581880316516842
image_16.png,0.34693667,0.306586,0.41967765957701436,0.19272477708281885,0.028688772544344075,0.11839206925822865
image_17.png,0.33736348,0.25453123,0.41153331457399855,0.23016089943812001,0.06125500063488157,0.18866624470153778
image_18.png,0.36288244,0.3105754,0.47555232702517025,0.2120127790547756,0.05120085302014303,0.21482618292068134
image_19.png,0.48994738,0.26601216,0.4539391386742686,0.2417534581933629,0.0426393795954661,0.149058456411924
