image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
img01.jpeg,0.39409462,0.31481454,0.6285159088864904,0.264729951911044,0.027957911337816808,0.07128876250723448
img02.jpeg,0.34004128,0.26146242,0.4242318509399169,0.2759048460825286,0.026078190469529222,0.07706354978356914
img03.jpeg,0.3914801,0.28533494,0.47926199631228633,0.23345381104214682,0.02465876968600169,0.07589208592498363
img04.jpeg,0.36189732,0.3146725,0.48192347432092075,0.2346184467447714,0.027626692894622926,0.09598759239862942
img05.jpeg,0.36702076,0.31225872,0.5005878136805182,0.2815164669226683,0.04112755276696857,0.15109916200585236
img06.jpeg,0.35719422,0.273786,0.5085966450800504,0.2514701022620854,0.028679975875979456,0.100629620221096
img07.jpeg,0.42818657,0.27482337,0.4924205033504228,0.23388774940720794,0.028315105260095674,0.12204913685621287
img08.jpeg,0.42995983,0.3184196,0.6172126703318944,0.2572322345864513,0.03428848053941828,0.12192691403162235
img09.jpeg,0.29238167,0.311225,0.5536733365938117,0.22905295000382073,0.030742373848208288,0.13683139369746553
img10.jpeg,0.346875,0.31312695,0.4546987374078073,0.2647170355188799,0.045571200366108955,0.15785772721758226
