image,NIQE,BRISQUE,NIMA
5570_var1.png,4.525107522942503,28.42108154296875,6.014423847198486
14601_var1.png,4.476495754734147,30.93865966796875,5.134263038635254
9648_var1.png,5.683834292078139,37.94012451171875,5.20957088470459
2790_var1.png,4.5540676704538,27.57391357421875,6.003899574279785
4103_var1.png,4.786511689908166,30.06951904296875,5.644129753112793
3137_var1.png,4.638060959482481,30.29705810546875,5.761312007904053
11084_var1.png,5.906420051569931,40.07147216796875,5.275802135467529
9646_var1.png,5.63358731214781,36.33123779296875,5.371417999267578
62_var1.png,4.598763478083342,24.90838623046875,5.90121603012085
3407_var1.png,4.65072034634654,27.56414794921875,5.883261203765869
