image,NIQE,BRISQUE,NIMA
img08.jpeg,2.082504280252888,17.20623779296875,5.554763317108154
img01.jpeg,1.8729355403384493,17.41424560546875,4.982544898986816
img09.jpeg,2.3142608079760687,23.17840576171875,5.092080116271973
img07.jpeg,3.2160818962223146,26.82342529296875,4.596088409423828
img06.jpeg,2.574186837518816,19.70233154296875,5.075222015380859
img02.jpeg,2.4039205803683514,23.02459716796875,5.83148193359375
img05.jpeg,2.8706913636668263,20.71307373046875,6.118955135345459
img03.jpeg,2.6818828381157696,25.88592529296875,5.3137617111206055
img10.jpeg,3.0333264123325114,17.87957763671875,5.109185695648193
img04.jpeg,2.3108884028144967,19.38006591796875,5.118731498718262
