image,NIQE,BRISQUE,NIMA
image_14.png,3.5303545788808246,3.38885498046875,6.482142448425293
image_16.png,3.7856174028814626,19.01922607421875,6.103720664978027
image_18.png,4.3235545491128295,20.82196044921875,5.587210655212402
image_12.png,3.341376306045762,13.17498779296875,5.0788445472717285
image_15.png,3.37060565022671,11.41375732421875,6.027311325073242
image_17.png,4.051318324076739,8.83465576171875,6.129734039306641
image_11.png,4.591042143901179,26.09979248046875,5.2375593185424805
image_10.png,3.833754059873249,9.90692138671875,6.465368270874023
image_13.png,3.517235917745527,11.71063232421875,5.220380783081055
image_19.png,3.29706907363599,10.66717529296875,5.5605669021606445
