image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
11084_var1.png,0.16411334,0.13136962,0.45934004690132885,0.22529110239643482,0.01304709600890676,0.027302330485879638
14601_var1.png,0.30121484,0.25173295,0.5433320288564645,0.2350285263227986,0.035117367557510965,0.18084121194939434
2790_var1.png,0.36409155,0.2778337,0.5684815014109891,0.2707758875488034,0.03484281841639069,0.09574961690755775
3137_var1.png,0.33428827,0.28594387,0.5766925512575636,0.2672113123465508,0.028479144589187252,0.0784830015677748
3407_var1.png,0.31027618,0.2854701,0.584919735029632,0.25998913018364417,0.026889001765250057,0.06477755879830802
4103_var1.png,0.26606336,0.2518164,0.538903782414455,0.22427406646508966,0.030646462400313577,0.10462895600545555
5570_var1.png,0.36564755,0.26992738,0.555596579757391,0.26765728194277366,0.034825358003638444,0.09869326462394627
62_var1.png,0.28409302,0.22961059,0.4312786251890894,0.22159627452032613,0.03968308858672176,0.15736724660332757
9646_var1.png,0.3538677,0.24045038,0.423533525653914,0.2267793357090464,0.04864753513725217,0.1913063729137401
9648_var1.png,0.3357695,0.21983989,0.4327863581040327,0.23066550823161613,0.04065303656267463,0.15500981305138645
