image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
img01.jpeg,0.3076299,0.30177742,0.4871167110060107,0.27564131546751264,0.026889095677666983,0.08547792779835707
img02.jpeg,0.3278403,0.32631508,0.5406840123821721,0.22859771984019514,0.03505228550512717,0.15997068640566517
img03.jpeg,0.25249526,0.30024028,0.5381693803987256,0.2400397300405557,0.022415608377441647,0.05863042033251545
img04.jpeg,0.31162575,0.3205709,0.48039210759680756,0.24875041012641083,0.02567720569758382,0.0836106025269434
img05.jpeg,0.28741232,0.3129726,0.45225301343317903,0.23678609315972993,0.023907817919115445,0.03995893882251594
img06.jpeg,0.30930248,0.31767738,0.5258586129175292,0.22437545904327202,0.02387780785529871,0.043687749373837306
img07.jpeg,0.37218022,0.322098,0.5125892452458368,0.2689219258725126,0.03512583827062758,0.17586200794133977
img08.jpeg,0.32862458,0.32164842,0.46115264024370195,0.2384020667197169,0.024484590502622017,0.042452869248822384
img09.jpeg,0.31338665,0.30488235,0.4629886016848489,0.26106300199593585,0.029355163829843316,0.11191928998790454
img10.jpeg,0.27900937,0.28292313,0.45181748407068006,0.2566506098937195,0.030280579626308837,0.15738254820876046
