image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
11084_var1.png,0.12661298,0.12660499,0.45904909021714174,0.2240426724223809,0.012553060636793432,0.038477498784072965
14601_var1.png,0.3967195,0.23466487,0.5418774436501894,0.23667521689177587,0.036732416772437756,0.14595765106689634
2790_var1.png,0.30919603,0.27409503,0.5690871332205976,0.27098876352160245,0.029553746242760234,0.07842060839644698
3137_var1.png,0.32274172,0.29481843,0.5768311781041762,0.2690509486756805,0.029157431923037127,0.08643877536140884
3407_var1.png,0.34206665,0.3026152,0.5841558680814857,0.26051036370872377,0.024382540307708752,0.03259563517105276
4103_var1.png,0.25839937,0.2568983,0.5407803367165955,0.2236946237315786,0.03314833920198726,0.12261078567654071
5570_var1.png,0.34516293,0.2894627,0.5554536295872109,0.26830798043517745,0.030825335008435435,0.08859602800976253
62_var1.png,0.24884097,0.2351994,0.4322961956846947,0.22061587816439052,0.04034672453582195,0.15788383496517988
9646_var1.png,0.3294667,0.23811525,0.42487319871491075,0.22563428242683367,0.04561891479693156,0.19616700404025922
9648_var1.png,0.3256315,0.22706479,0.43316800734576055,0.2291196588347225,0.04283835479980554,0.16887589932620267
