image,Depth_mean,Depth_std,Shading_mean,Shading_std,Normals_mean,Normals_std
11084_var1.png,0.5051105,0.31034115,0.3384380814296745,0.19707530348253827,0.04874354578149688,0.20413051740855984
14601_var1.png,0.41986662,0.28885216,0.3335026111478121,0.17773957633942555,0.04315212282344781,0.1921712447634522
2790_var1.png,0.41673604,0.28926387,0.37390230465558627,0.2072672439177524,0.03871525657017459,0.15559927875851431
3137_var1.png,0.4004928,0.28079984,0.3731221791186364,0.20409411409155795,0.03658240283330777,0.14387732376039084
3407_var1.png,0.40171418,0.2831861,0.36867548126021216,0.20262614831218453,0.03736367156787641,0.14779092103044203
4103_var1.png,0.420233,0.3019789,0.35117615344477643,0.1997408139789546,0.040254606593901246,0.16111950307124287
5570_var1.png,0.43067545,0.29209456,0.3645045760410284,0.19923918481580383,0.039515522923528903,0.1600692192688397
62_var1.png,0.5100094,0.30646506,0.3288362465652766,0.17761974140806785,0.05013555568146935,0.19024331628368776
9646_var1.png,0.519245,0.31912124,0.32587919297561146,0.1711562055656313,0.05101428045812522,0.21943792335971213
9648_var1.png,0.5208784,0.31844914,0.3299015444088605,0.17030354681171633,0.05085967653696053,0.21980178959254765
