image,NIQE,BRISQUE,NIMA
man_in_tan_sweater_walks_city_street.png,3.567208360159509,20.41473388671875,4.970574855804443
man_crossing_with_diverse_college_student_group.png,5.423367499439089,43.30780029296875,4.673086166381836
man_crossing_busy_city_street_on_foot.png,2.5058229840433506,12.83319091796875,4.86324405670166
man_sitting_in_outdoor_busy_park_surrounded_trees.png,3.2136197577234227,22.53631591796875,4.908632278442383
person_lying_on_city_street_with_friends.png,2.225606106209654,8.17401123046875,5.606238842010498
man_walking_on_city_street_with_crowd.png,3.0540995399312005,32.52166748046875,4.5484113693237305
man_sitting_on_bench_in_urban_park.png,2.7026598945253117,21.16229248046875,4.8804779052734375
man_crosses_busy_city_street_on_foot.png,2.5935457815126166,14.96307373046875,5.220937728881836
man_lying_on_grey_city_sidewalk_surrounded_people..png,4.106584761388708,30.20184326171875,5.613931655883789
man_in_safety_vest_doing_plank_downtown.png,2.1908508457261693,14.69647216796875,5.5404157638549805
